ad_date,campaign_name,total_spend,total_impressions,total_clicks,total_value,cpc,cpm,ctr,romi
18/12/2021,Trendy,70.1,34356,239,101.19,0.29,2.04,0.006956572,1.443509272
18/12/2021,Wholesale,18.2,5377,5,25.64,3.64,3.38,0.000929887,1.408791209
17/12/2021,Lookalike,229.27,61191,1044,318.2,0.22,3.75,0.017061333,1.387883282
17/12/2021,Trendy,93.93,18153,201,206.65,0.47,5.17,0.01107255,2.200042585
17/12/2021,Wholesale,45.37,6594,43,53.05,1.06,6.88,0.00652108,1.169274851
16/12/2021,Lookalike,99.53,99571,444,126.92,0.22,1,0.00445913,1.275193409
16/12/2021,Trendy,33.73,12714,258,59.62,0.13,2.65,0.020292591,1.767565965
16/12/2021,Wholesale,73.29,11249,43,118.96,1.7,6.52,0.003822562,1.623140947
15/12/2021,Lookalike,217.28,109282,519,290.79,0.42,1.99,0.004749181,1.338319219
15/12/2021,Trendy,74.04,55560,270,119.07,0.27,1.33,0.004859611,1.608184765
15/12/2021,Wholesale,34.16,15260,43,42.32,0.79,2.24,0.002817824,1.238875878
14/12/2021,Lookalike,410.41,94799,1468,636.29,0.28,4.33,0.015485395,1.550376453
14/12/2021,Wholesale,57.45,12495,40,68.33,1.44,4.6,0.003201281,1.189382071
13/12/2021,Lookalike,29.28,9763,93,29.84,0.31,3,0.009525761,1.019125683
13/12/2021,Trendy,5.14,4851,29,6.78,0.18,1.06,0.005978149,1.319066148
13/12/2021,Wholesale,56.78,6768,73,75.87,0.78,8.39,0.010786052,1.336209933
12/12/2021,Lookalike,311.27,108768,1397,443.61,0.22,2.86,0.012843851,1.425161435
12/12/2021,Trendy,12.77,15837,92,17.39,0.14,0.81,0.005809181,1.361785435
12/12/2021,Wholesale,47.31,10213,38,56.38,1.25,4.63,0.003720748,1.191714225
11/12/2021,Lookalike,233.07,82903,1319,256.46,0.18,2.81,0.01591016,1.100356116
11/12/2021,Trendy,7.9,13714,66,13.74,0.12,0.58,0.0048126,1.739240506
11/12/2021,Wholesale,48.68,7832,69,57.42,0.71,6.22,0.00881001,1.179539852
10/12/2021,Lookalike,227.76,81195,727,352.82,0.31,2.81,0.008953753,1.549086758
10/12/2021,Trendy,11.27,10886,63,16.11,0.18,1.04,0.00578725,1.42945874
10/12/2021,Wholesale,44.88,10432,33,59.16,1.36,4.3,0.003163344,1.318181818
09/12/2021,Lookalike,422.5,110960,988,410.11,0.43,3.81,0.00890411,0.970674556
09/12/2021,Trendy,25.97,9474,48,36.48,0.54,2.74,0.005066498,1.404697728
09/12/2021,Wholesale,36.86,11184,68,44.04,0.54,3.3,0.006080114,1.194791101
08/12/2021,Lookalike,195.23,33228,1011,265.65,0.19,5.88,0.030426147,1.360702761
08/12/2021,Trendy,19.86,14988,57,43.26,0.35,1.33,0.003803042,2.178247734
08/12/2021,Wholesale,57.58,12079,56,71.39,1.03,4.77,0.004636145,1.239840222
07/12/2021,Lookalike,209.63,48104,621,245.27,0.34,4.36,0.012909529,1.170013834
07/12/2021,Trendy,15.57,16100,78,30.71,0.2,0.97,0.00484472,1.972382787
07/12/2021,Wholesale,26.64,14601,48,40.04,0.56,1.82,0.003287446,1.503003003
06/12/2021,Lookalike,480.82,87031,384,502.92,1.25,5.52,0.004412221,1.045963146
06/12/2021,Trendy,12.3,26680,85,18.88,0.14,0.46,0.003185907,1.53495935
06/12/2021,Wholesale,38.2,29272,96,43.12,0.4,1.31,0.003279585,1.128795812
05/12/2021,Lookalike,103.18,47038,156,134.84,0.66,2.19,0.003316468,1.306842411
05/12/2021,Trendy,33.02,18577,48,69.17,0.69,1.78,0.00258384,2.094791036
05/12/2021,Wholesale,32.3,7584,26,48.81,1.24,4.26,0.00342827,1.511145511
04/12/2021,Lookalike,432.86,71656,705,490.22,0.61,6.04,0.009838674,1.132513977
04/12/2021,Trendy,5.29,2214,48,10.74,0.11,2.39,0.021680217,2.030245747
04/12/2021,Wholesale,27.23,6856,61,42.07,0.45,3.97,0.008897316,1.544987147
03/12/2021,Lookalike,440.47,105100,758,418.15,0.58,4.19,0.007212179,0.949326855
03/12/2021,Trendy,38.89,20975,138,65.48,0.28,1.85,0.006579261,1.683723322
03/12/2021,Wholesale,38.78,10562,65,49.75,0.6,3.67,0.006154137,1.282877772
02/12/2021,Lookalike,227.97,87895,905,240.32,0.25,2.59,0.010296376,1.054173795
02/12/2021,Trendy,26.34,22808,65,45.78,0.41,1.15,0.002849877,1.738041002
02/12/2021,Wholesale,29.18,3040,47,38.37,0.62,9.6,0.015460526,1.314941741
01/12/2021,Lookalike,376.09,80859,446,490.35,0.84,4.65,0.005515774,1.303810258
01/12/2021,Trendy,36.83,9687,51,67.26,0.72,3.8,0.005264788,1.826228618
01/12/2021,Wholesale,35.03,8542,79,42.44,0.44,4.1,0.00924842,1.211532972
30/11/2021,Lookalike,159.58,72748,912,270.42,0.17,2.19,0.012536427,1.694573255
30/11/2021,Trendy,15.87,11245,37,26.83,0.43,1.41,0.003290351,1.690611216
30/11/2021,Wholesale,69.83,15504,50,96.15,1.4,4.5,0.003224974,1.376915366
29/11/2021,Lookalike,177.91,95153,838,219.07,0.21,1.87,0.008806869,1.231352931
29/11/2021,Trendy,16.58,15976,134,32.2,0.12,1.04,0.008387581,1.942098914
29/11/2021,Wholesale,50.18,12407,73,61.73,0.69,4.04,0.005883775,1.230171383
28/11/2021,Lookalike,342.06,99732,614,299.04,0.56,3.43,0.006156499,0.874232591
28/11/2021,Trendy,15.13,3488,33,29.96,0.46,4.34,0.009461009,1.980171844
28/11/2021,Wholesale,46.46,10069,54,63.8,0.86,4.61,0.005362995,1.373224279
27/11/2021,Lookalike,124.3,33843,291,176.05,0.43,3.67,0.008598528,1.416331456
27/11/2021,Trendy,24.22,9167,80,53.45,0.3,2.64,0.008726955,2.20685384
27/11/2021,Wholesale,54.71,9486,34,84.15,1.61,5.77,0.003584229,1.538110035
26/11/2021,Lookalike,202.22,77443,779,239.19,0.26,2.61,0.010059011,1.18282069
26/11/2021,Trendy,33.27,5695,102,53.07,0.33,5.84,0.017910448,1.595130748
26/11/2021,Wholesale,22.72,5266,39,27.32,0.58,4.31,0.007406001,1.202464789
25/11/2021,Lookalike,257.75,58888,1280,331.18,0.2,4.38,0.021736177,1.284888458
25/11/2021,Trendy,30,8333,105,66.74,0.29,3.6,0.012600504,2.224666667
25/11/2021,Wholesale,72.25,8447,71,105.35,1.02,8.55,0.008405351,1.458131488
24/11/2021,Lookalike,382.98,74518,538,400.58,0.71,5.14,0.007219732,1.045955402
24/11/2021,Trendy,4.15,2681,11,8.22,0.38,1.55,0.004102947,1.980722892
24/11/2021,Wholesale,37.76,8339,40,38.81,0.94,4.53,0.004796738,1.027807203
23/11/2021,Lookalike,360.79,66981,839,463,0.43,5.39,0.01252594,1.283294992
23/11/2021,Trendy,25.93,10842,63,46.32,0.41,2.39,0.005810736,1.78634786
23/11/2021,Wholesale,52.15,12364,84,50.72,0.62,4.22,0.006793918,0.972579099
22/11/2021,Brand,0.38,361,1,0.35,0.38,1.05,0.002770083,0.921052632
22/11/2021,Lookalike,284.28,70127,837,392.99,0.34,4.05,0.011935488,1.382404671
22/11/2021,Trendy,23.07,6712,117,49.3,0.2,3.44,0.017431466,2.136974426
22/11/2021,Wholesale,8.74,5827,17,6.68,0.51,1.5,0.002917453,0.764302059
21/11/2021,Brand,3.86,19644,18,4.31,0.21,0.2,0.00091631,1.116580311
21/11/2021,Lookalike,220.45,128606,1579,223.2,0.14,1.71,0.01227781,1.012474484
21/11/2021,Trendy,17.34,8082,65,33.72,0.27,2.15,0.008042564,1.944636678
21/11/2021,Wholesale,53.18,10181,51,66.14,1.04,5.22,0.005009331,1.243700639
20/11/2021,Brand,10.34,7485,19,7.82,0.54,1.38,0.00253841,0.756286267
20/11/2021,Lookalike,273.31,96214,1431,289.96,0.19,2.84,0.014873095,1.060919835
20/11/2021,Trendy,35.74,6313,112,78.37,0.32,5.66,0.017741169,2.192781198
20/11/2021,Wholesale,23.61,6480,34,34.82,0.69,3.64,0.005246914,1.474798814
19/11/2021,Brand,13.54,19810,4,10.66,3.39,0.68,0.000201918,0.787296898
19/11/2021,Lookalike,198.1,49604,891,275.11,0.22,3.99,0.017962261,1.388743059
19/11/2021,Trendy,7.97,2433,83,14.24,0.1,3.28,0.034114262,1.786700125
19/11/2021,Wholesale,38.82,8906,46,49.16,0.84,4.36,0.005165057,1.266357548
18/11/2021,Brand,17.56,17118,14,17.93,1.25,1.03,0.000817853,1.021070615
18/11/2021,Lookalike,74.79,15808,469,105.35,0.16,4.73,0.029668522,1.408610777
18/11/2021,Trendy,22.94,10455,156,47.98,0.15,2.19,0.01492109,2.091543156
18/11/2021,Wholesale,49.93,6368,51,59.04,0.98,7.84,0.008008794,1.182455438
17/11/2021,Brand,8.21,6901,2,9.14,4.11,1.19,0.000289813,1.113276492
17/11/2021,Lookalike,217.51,94057,700,313,0.31,2.31,0.007442296,1.439014298
17/11/2021,Trendy,31.94,7903,83,49.25,0.38,4.04,0.010502341,1.541953663
17/11/2021,Wholesale,65.18,10427,30,88.45,2.17,6.25,0.002877146,1.357011353
16/11/2021,Brand,2.06,8305,3,3.13,0.69,0.25,0.000361228,1.519417476
16/11/2021,Lookalike,394.69,100259,987,426.75,0.4,3.94,0.009844503,1.081228306
16/11/2021,Trendy,22.98,2360,60,43.6,0.38,9.74,0.025423729,1.897302002
16/11/2021,Wholesale,63.89,12068,69,72.78,0.93,5.29,0.0057176,1.139145406
15/11/2021,Brand,1.34,14310,5,1.3,0.27,0.09,0.000349406,0.970149254
15/11/2021,Lookalike,387.43,116740,899,365.78,0.43,3.32,0.007700874,0.944118938
15/11/2021,Trendy,16.95,7416,157,26.23,0.11,2.29,0.021170442,1.547492625
15/11/2021,Wholesale,55.96,9612,64,68.37,0.87,5.82,0.006658344,1.221765547
14/11/2021,Brand,5.13,7520,3,4.34,1.71,0.68,0.000398936,0.846003899
14/11/2021,Lookalike,312.19,137414,1421,493.79,0.22,2.27,0.010341013,1.581697043
14/11/2021,Trendy,20.29,10259,184,43.87,0.11,1.98,0.017935471,2.162148842
14/11/2021,Wholesale,45.19,8946,39,71.65,1.16,5.05,0.00435949,1.585527772
13/11/2021,Brand,2.8,10708,2,3.47,1.4,0.26,0.000186776,1.239285714
13/11/2021,Lookalike,332.88,92587,803,378.43,0.41,3.6,0.008672924,1.136836097
13/11/2021,Trendy,21.2,9354,77,47.9,0.28,2.27,0.008231773,2.259433962
13/11/2021,Wholesale,48.36,5833,43,63.18,1.12,8.29,0.00737185,1.306451613
12/11/2021,Brand,3.89,11783,1,4.57,3.89,0.33,8.4868E-05,1.174807198
12/11/2021,Lookalike,394.98,69813,981,489.35,0.4,5.66,0.014051824,1.23892349
12/11/2021,Wholesale,28.38,1672,12,44.11,2.37,16.97,0.007177033,1.554263566
11/11/2021,Brand,3.54,14273,1,2.85,3.54,0.25,7.00624E-05,0.805084746
11/11/2021,Lookalike,85.91,78622,628,102.88,0.14,1.09,0.007987586,1.197532301
11/11/2021,Wholesale,44.52,8653,32,60.12,1.39,5.15,0.003698139,1.350404313
10/11/2021,Brand,7.17,15341,6,9.4,1.2,0.47,0.000391109,1.311018131
10/11/2021,Lookalike,56.84,74599,904,55.18,0.06,0.76,0.012118125,0.970795215
10/11/2021,Wholesale,64.41,3706,40,78.85,1.61,17.38,0.010793308,1.224188791
09/11/2021,Lookalike,166.03,51623,109,219.72,1.52,3.22,0.002111462,1.323375294
09/11/2021,Wholesale,58.1,10242,43,55.16,1.35,5.67,0.004198399,0.94939759
08/11/2021,Lookalike,144.28,62790,716,187.22,0.2,2.3,0.01140309,1.297615747
08/11/2021,Wholesale,49.15,9270,85,57.87,0.58,5.3,0.009169364,1.177416073
07/11/2021,Lookalike,239.9,94600,763,229.44,0.31,2.54,0.008065539,0.956398499
07/11/2021,Wholesale,43.75,9332,112,52.68,0.39,4.69,0.012001715,1.204114286
06/11/2021,Lookalike,136.14,63053,1271,156.38,0.11,2.16,0.020157645,1.148670486
06/11/2021,Wholesale,20.43,7123,88,23.98,0.23,2.87,0.012354345,1.173764072
05/11/2021,Lookalike,252.06,74065,930,370.19,0.27,3.4,0.012556538,1.468658256
05/11/2021,Wholesale,16.16,2360,49,23.4,0.33,6.85,0.020762712,1.448019802
04/11/2021,Lookalike,223.98,61850,891,222.09,0.25,3.62,0.014405821,0.991561747
04/11/2021,Wholesale,41.14,12221,78,60.69,0.53,3.37,0.006382456,1.475206612
03/11/2021,Lookalike,208.65,119431,786,267.97,0.27,1.75,0.006581206,1.284303858
03/11/2021,Wholesale,35.53,10456,81,49.47,0.44,3.4,0.007746748,1.392344498
02/11/2021,Lookalike,144.27,60815,677,166.8,0.21,2.37,0.011132122,1.156165523
02/11/2021,Wholesale,67.52,10031,67,57.58,1.01,6.73,0.006679294,0.85278436
01/11/2021,Lookalike,47.47,78168,965,65.12,0.05,0.61,0.012345205,1.371813777
01/11/2021,Wholesale,69.04,12486,84,91.75,0.82,5.53,0.006727535,1.328939745
31/10/2021,Lookalike,225.26,25046,937,346.87,0.24,8.99,0.037411163,1.539865045
31/10/2021,Wholesale,40.66,5100,39,63.98,1.04,7.97,0.007647059,1.573536645
30/10/2021,Lookalike,227.1,45035,617,359.18,0.37,5.04,0.013700455,1.581594011
30/10/2021,Wholesale,50.07,7838,44,75.33,1.14,6.39,0.005613677,1.504493709
29/10/2021,Lookalike,142.22,46935,617,179.31,0.23,3.03,0.01314584,1.260793137
29/10/2021,Wholesale,53.41,9501,62,79.63,0.86,5.62,0.006525629,1.490919304
28/10/2021,Lookalike,371.66,56257,601,466.19,0.62,6.61,0.010683115,1.254345369
28/10/2021,Wholesale,32.27,11058,75,37.82,0.43,2.92,0.00678242,1.171986365
27/10/2021,Lookalike,141.93,58306,920,186.24,0.15,2.43,0.015778822,1.312196153
27/10/2021,Wholesale,44.34,6250,52,40.83,0.85,7.09,0.00832,0.920838972
26/10/2021,Lookalike,214.07,97506,732,275.26,0.29,2.2,0.00750723,1.28584108
26/10/2021,Wholesale,43.47,7202,85,52.9,0.51,6.04,0.011802277,1.216931217
25/10/2021,Crazy discounts,3.76,2713,26,4.58,0.14,1.39,0.009583487,1.218085106
25/10/2021,Lookalike,282.94,89926,778,351.42,0.36,3.15,0.008651558,1.242030112
25/10/2021,Wholesale,41.62,12738,59,52.72,0.71,3.27,0.00463181,1.266698703
24/10/2021,Crazy discounts,16.3,2115,65,22.25,0.25,7.71,0.030732861,1.365030675
24/10/2021,Lookalike,295.66,79380,761,249.96,0.39,3.72,0.009586798,0.845430562
24/10/2021,Wholesale,46.45,8752,58,65.53,0.8,5.31,0.006627057,1.410764263
23/10/2021,Lookalike,189.02,97287,1021,221.81,0.19,1.94,0.010494722,1.173473706
23/10/2021,Wholesale,46.5,13056,93,44.42,0.5,3.56,0.007123162,0.955268817
22/10/2021,Electronics,0,0,0,0,,,,
22/10/2021,Lookalike,306.42,99352,737,427.54,0.42,3.08,0.007418069,1.39527446
22/10/2021,Wholesale,59.37,6626,88,85.75,0.67,8.96,0.013281014,1.444332154
21/10/2021,Crazy discounts,3.94,4372,67,5.79,0.06,0.9,0.015324794,1.469543147
21/10/2021,Electronics,0,0,0,0,,,,
21/10/2021,Lookalike,366.43,87268,1272,417.41,0.29,4.2,0.01457579,1.139126163
21/10/2021,Wholesale,70.01,10015,82,77.58,0.85,6.99,0.008187718,1.10812741
20/10/2021,Crazy discounts,12.31,8550,19,20.47,0.65,1.44,0.002222222,1.662875711
20/10/2021,Electronics,0,0,0,0,,,,
20/10/2021,Lookalike,387.27,80949,407,541.59,0.95,4.78,0.005027857,1.398481679
20/10/2021,Wholesale,59.04,8258,50,82.6,1.18,7.15,0.006054735,1.399051491
19/10/2021,Crazy discounts,7.09,5830,39,11.71,0.18,1.22,0.006689537,1.651622003
19/10/2021,Electronics,0,0,0,0,,,,
19/10/2021,Lookalike,318.17,113888,723,426.49,0.44,2.79,0.006348342,1.340446931
19/10/2021,Wholesale,28.93,3128,56,29.19,0.52,9.25,0.017902813,1.008987211
18/10/2021,Crazy discounts,12.2,3141,59,10.2,0.21,3.88,0.018783827,0.836065574
18/10/2021,Electronics,48.67,3794,79,38.94,0.62,12.83,0.020822351,0.800082186
18/10/2021,Lookalike,207.36,62568,885,288.57,0.23,3.31,0.014144611,1.391637731
18/10/2021,Wholesale,72.99,14353,54,86.02,1.35,5.09,0.00376228,1.178517605
17/10/2021,Brand,0.13,42,0,0.19,,3.1,0,1.461538462
17/10/2021,Crazy discounts,14.21,1571,51,13.08,0.28,9.05,0.032463399,0.920478536
17/10/2021,Electronics,227.74,56081,122,352.31,1.87,4.06,0.002175425,1.546983402
17/10/2021,Lookalike,198.83,50329,619,264.52,0.32,3.95,0.012299072,1.330382739
17/10/2021,Wholesale,75.35,16236,55,81.42,1.37,4.64,0.003387534,1.080557399
16/10/2021,Brand,0.65,131,0,0.66,,4.96,0,1.015384615
16/10/2021,Crazy discounts,12.53,3352,40,17.17,0.31,3.74,0.011933174,1.370311253
16/10/2021,Electronics,106.73,67637,315,186.36,0.34,1.58,0.004657214,1.74608826
16/10/2021,Lookalike,197.49,79628,982,285.24,0.2,2.48,0.012332345,1.444326295
16/10/2021,Wholesale,22.37,7574,26,23.63,0.86,2.95,0.003432796,1.056325436
15/10/2021,Brand,1.29,55,0,2.22,,23.45,0,1.720930233
15/10/2021,Crazy discounts,6.94,2407,60,6.19,0.12,2.88,0.024927295,0.891930836
15/10/2021,Electronics,166.84,23882,224,248.35,0.74,6.99,0.009379449,1.488551906
15/10/2021,Lookalike,168.62,72219,530,251.87,0.32,2.33,0.007338789,1.493713676
15/10/2021,Wholesale,58.01,10416,44,69.97,1.32,5.57,0.00422427,1.20617135
14/10/2021,Brand,0.2,123,0,0.26,,1.63,0,1.3
14/10/2021,Crazy discounts,15.44,2705,34,13.84,0.45,5.71,0.012569316,0.896373057
14/10/2021,Electronics,178.63,35283,216,196.66,0.83,5.06,0.006121928,1.100934893
14/10/2021,Lookalike,202.33,33176,1177,326.49,0.17,6.1,0.035477454,1.613650966
14/10/2021,Wholesale,96.33,17390,70,105.88,1.38,5.54,0.004025302,1.099138378
13/10/2021,Crazy discounts,15.21,3867,24,24.15,0.63,3.93,0.006206362,1.587771203
13/10/2021,Electronics,168,26134,244,279.15,0.69,6.43,0.009336497,1.661607143
13/10/2021,Lookalike,347.2,46322,1389,516.76,0.25,7.5,0.029985752,1.488364055
13/10/2021,Wholesale,109.54,11118,92,131.57,1.19,9.85,0.00827487,1.201113748
12/10/2021,Crazy discounts,12.18,8176,108,13.72,0.11,1.49,0.013209393,1.126436782
12/10/2021,Electronics,211,41471,346,264.06,0.61,5.09,0.00834318,1.251469194
12/10/2021,Lookalike,143.54,59125,568,180.47,0.25,2.43,0.009606765,1.257280201
12/10/2021,Wholesale,105.14,16363,81,110.43,1.3,6.43,0.004950193,1.050313867
11/10/2021,Crazy discounts,21.24,13158,57,27.76,0.37,1.61,0.004331965,1.306967985
11/10/2021,Lookalike,275.06,56258,732,405.11,0.38,4.89,0.013011483,1.472805933
11/10/2021,Wholesale,49.19,12763,43,74.69,1.14,3.85,0.003369114,1.518398048
10/10/2021,Crazy discounts,33.54,4311,111,27.4,0.3,7.78,0.025748086,0.816935003
10/10/2021,Electronics,235.31,37014,54,275,4.36,6.36,0.001458907,1.168671115
10/10/2021,Lookalike,182.77,121658,822,202.59,0.22,1.5,0.006756646,1.108442305
10/10/2021,Wholesale,77.85,5533,64,91.94,1.22,14.07,0.011566962,1.180989082
09/10/2021,Crazy discounts,14.95,4972,127,18.1,0.12,3.01,0.025543041,1.210702341
09/10/2021,Electronics,179.43,47257,197,164.87,0.91,3.8,0.004168695,0.918854149
09/10/2021,Lookalike,415.38,85558,610,332.2,0.68,4.85,0.007129666,0.799749627
09/10/2021,Promos,0,0,0,0,,,,
09/10/2021,Wholesale,95.33,8809,92,139.36,1.04,10.82,0.010443864,1.461869296
08/10/2021,Electronics,159.02,19270,50,134.56,3.18,8.25,0.002594707,0.84618287
08/10/2021,Lookalike,265.04,99614,392,356.54,0.68,2.66,0.00393519,1.345230909
08/10/2021,Wholesale,86.35,14355,82,109.48,1.05,6.02,0.005712295,1.267863347
07/10/2021,Crazy discounts,14.61,8757,58,13.35,0.25,1.67,0.006623273,0.9137577
07/10/2021,Electronics,57.86,37935,110,73.02,0.53,1.53,0.002899697,1.262011753
07/10/2021,Lookalike,199.06,44105,594,255.2,0.34,4.51,0.013467861,1.28202552
07/10/2021,Promos,0,0,0,0,,,,
07/10/2021,Wholesale,15.87,8595,14,17.96,1.13,1.85,0.001628854,1.131695022
06/10/2021,Crazy discounts,5.47,9092,91,6.94,0.06,0.6,0.010008799,1.268738574
06/10/2021,Electronics,201.83,16656,100,198.72,2.02,12.12,0.006003842,0.984590992
06/10/2021,Lookalike,363.13,126052,800,394.38,0.45,2.88,0.006346587,1.086057335
06/10/2021,Promos,0,0,0,0,,,,
06/10/2021,Wholesale,121.17,20329,37,107.74,3.27,5.96,0.00182006,0.889163984
05/10/2021,Crazy discounts,9.31,13159,87,12.45,0.11,0.71,0.006611445,1.337271751
05/10/2021,Electronics,199.77,27757,255,260.61,0.78,7.2,0.009186872,1.304550233
05/10/2021,Lookalike,274.61,60885,967,248.69,0.28,4.51,0.015882401,0.905611595
05/10/2021,Promos,32.09,8276,129,66.66,0.25,3.88,0.01558724,2.077282643
05/10/2021,Wholesale,114.32,11587,77,141.89,1.48,9.87,0.006645378,1.24116515
04/10/2021,Electronics,188.13,7884,278,199.18,0.68,23.86,0.035261289,1.05873598
04/10/2021,Lookalike,194.9,44715,307,182.47,0.63,4.36,0.006865705,0.936223704
04/10/2021,Promos,15.35,25850,227,32.34,0.07,0.59,0.008781431,2.106840391
04/10/2021,Wholesale,7.83,3400,7,9.57,1.12,2.3,0.002058824,1.222222222
03/10/2021,Electronics,217.96,34997,317,190.74,0.69,6.23,0.009057919,0.8751147
03/10/2021,Lookalike,171.47,73797,1121,188.89,0.15,2.32,0.015190319,1.101592115
03/10/2021,Promos,120,51678,70,185.86,1.71,2.32,0.001354542,1.548833333
03/10/2021,Wholesale,40.96,3635,20,43.86,2.05,11.27,0.005502063,1.070800781
02/10/2021,Crazy discounts,10.48,7784,131,13.25,0.08,1.35,0.016829394,1.264312977
02/10/2021,Electronics,189.91,23448,273,300.75,0.7,8.1,0.011642784,1.583644884
02/10/2021,Lookalike,317.06,64446,305,455.07,1.04,4.92,0.004732644,1.435280389
02/10/2021,Promos,99.57,45919,66,152.19,1.51,2.17,0.001437314,1.528472431
02/10/2021,Wholesale,50.88,17219,89,63.83,0.57,2.95,0.005168709,1.25452044
01/10/2021,Crazy discounts,20.54,11606,73,32.07,0.28,1.77,0.00628985,1.56134372
01/10/2021,Electronics,203.21,23187,60,207.26,3.39,8.76,0.002587657,1.019930122
01/10/2021,Lookalike,254,30311,357,387.15,0.71,8.38,0.011777902,1.524212598
01/10/2021,Wholesale,95.47,15220,37,114.76,2.58,6.27,0.002431012,1.202053001
30/09/2021,Crazy discounts,12.82,7269,67,19.11,0.19,1.76,0.009217224,1.490639626
30/09/2021,Electronics,172.08,10531,123,169.83,1.4,16.34,0.011679802,0.986924686
30/09/2021,Lookalike,255.63,67472,641,335.93,0.4,3.79,0.009500237,1.314125885
30/09/2021,Promos,34.23,8863,261,80.88,0.13,3.86,0.029448268,2.362839614
30/09/2021,Wholesale,41.31,15085,49,50.44,0.84,2.74,0.00324826,1.221011862
29/09/2021,Crazy discounts,31.19,2975,57,24.53,0.55,10.48,0.019159664,0.786470022
29/09/2021,Electronics,132.48,39496,202,154.04,0.66,3.35,0.005114442,1.162741546
29/09/2021,Lookalike,253.49,59136,512,332.94,0.5,4.29,0.008658009,1.313424593
29/09/2021,Promos,45.14,19110,347,90.07,0.13,2.36,0.018158032,1.995347807
29/09/2021,Wholesale,48.58,9884,46,69.14,1.06,4.92,0.004653986,1.423219432
28/09/2021,Electronics,212.17,54664,268,182.55,0.79,3.88,0.004902678,0.860394966
28/09/2021,Lookalike,311.26,55695,515,445.03,0.6,5.59,0.009246791,1.429769325
28/09/2021,Promos,86.99,30284,195,163.1,0.45,2.87,0.006439044,1.874928153
28/09/2021,Wholesale,112.56,13887,140,149.58,0.8,8.11,0.010081371,1.328891258
27/09/2021,Crazy discounts,7.54,7953,72,7.63,0.1,0.95,0.009053187,1.01193634
27/09/2021,Electronics,212.65,55474,256,277.2,0.83,3.83,0.004614774,1.303550435
27/09/2021,Lookalike,105.75,45967,313,84.25,0.34,2.3,0.006809233,0.796690307
27/09/2021,Promos,108.88,43353,208,220.71,0.52,2.51,0.004797823,2.027094048
27/09/2021,Wholesale,66.78,13146,116,113.36,0.58,5.08,0.008823977,1.697514226
26/09/2021,Crazy discounts,9.73,6528,184,7.36,0.05,1.49,0.028186275,0.756423433
26/09/2021,Electronics,157.23,50578,61,181.57,2.58,3.11,0.001206058,1.154805063
26/09/2021,Lookalike,301.17,58678,505,346.09,0.6,5.13,0.008606292,1.149151642
26/09/2021,Wholesale,117.92,17000,72,175.66,1.64,6.94,0.004235294,1.489654003
25/09/2021,Crazy discounts,8.6,10434,77,12.02,0.11,0.82,0.00737972,1.397674419
25/09/2021,Electronics,102.56,19884,111,119.18,0.92,5.16,0.005582378,1.162051482
25/09/2021,Lookalike,243.26,31789,440,372.84,0.55,7.65,0.013841266,1.532681082
25/09/2021,Promos,52.34,35994,84,90.36,0.62,1.45,0.002333722,1.72640428
25/09/2021,Wholesale,68.37,15053,66,77.46,1.04,4.54,0.004384508,1.13295305
24/09/2021,Electronics,140.48,8852,110,178.62,1.28,15.87,0.01242657,1.271497722
24/09/2021,Lookalike,204.43,44136,543,294.04,0.38,4.63,0.012302882,1.438340752
24/09/2021,Promos,33.97,47712,368,70.04,0.09,0.71,0.007712944,2.061819252
24/09/2021,Wholesale,94.56,14842,129,105.58,0.73,6.37,0.008691551,1.116539763
23/09/2021,Crazy discounts,18.52,9563,159,29.43,0.12,1.94,0.016626582,1.589092873
23/09/2021,Electronics,158.83,34911,145,136.27,1.1,4.55,0.004153419,0.857961342
23/09/2021,Lookalike,208.38,65324,451,347.57,0.46,3.19,0.006904048,1.667962376
23/09/2021,Wholesale,77.86,17808,104,98.84,0.75,4.37,0.005840072,1.269458002
22/09/2021,Crazy discounts,30.16,7901,57,46.22,0.53,3.82,0.007214277,1.532493369
22/09/2021,Electronics,146.51,18653,206,130.61,0.71,7.85,0.0110438,0.891474985
22/09/2021,Lookalike,195.04,46445,456,218.21,0.43,4.2,0.009818064,1.118796144
22/09/2021,Promos,18.82,45437,155,37.47,0.12,0.41,0.003411317,1.990967056
22/09/2021,Wholesale,52.1,8818,82,65.53,0.64,5.91,0.009299161,1.257773512
21/09/2021,Crazy discounts,31,12626,102,45.25,0.3,2.46,0.008078568,1.459677419
21/09/2021,Electronics,87.84,53692,247,113.3,0.36,1.64,0.004600313,1.289845173
21/09/2021,Lookalike,376.24,27813,723,538.76,0.52,13.53,0.025995038,1.431958324
21/09/2021,Promos,53.1,7171,151,60.42,0.35,7.4,0.021057035,1.137853107
21/09/2021,Wholesale,39.4,16840,27,43.64,1.46,2.34,0.001603325,1.107614213
20/09/2021,Crazy discounts,8.53,17385,191,12.68,0.04,0.49,0.010986483,1.486518171
20/09/2021,Electronics,341.93,91531,220,447.45,1.55,3.74,0.002403557,1.308601176
20/09/2021,Lookalike,295.97,21703,320,287.91,0.92,13.64,0.014744505,0.97276751
20/09/2021,Promos,19.99,11274,184,32.38,0.11,1.77,0.016320738,1.619809905
20/09/2021,Wholesale,46.02,11095,194,59.39,0.24,4.15,0.017485354,1.290525858
